"","Year","teamID","num_players","mean_salary","median_salary","sport","Annual_Avg","Inflation_Rate","win_loss"
"1",1985,"ATL",22,673045.454545455,620833.5,"MLB",107.566666666667,3.5456441520937,0.407407407407407
"2",1985,"BAL",22,525486.909090909,497916.5,"MLB",107.566666666667,3.5456441520937,0.512345679012346
"3",1985,"BOS",25,435902.4,325000,"MLB",107.566666666667,3.5456441520937,0.5
"4",1985,"CHC",22,577405.318181818,502500,"MLB",107.566666666667,3.5456441520937,0.475308641975309
"5",1985,"CIN",22,379996.227272727,252500,"MLB",107.566666666667,3.5456441520937,0.549382716049383
"6",1985,"CLE",20,327583.3,275000,"MLB",107.566666666667,3.5456441520937,0.37037037037037
"7",1985,"CWS",21,468865.619047619,333333,"MLB",107.566666666667,3.5456441520937,0.524691358024691
"8",1985,"DET",20,517407.15,562500,"MLB",107.566666666667,3.5456441520937,0.518518518518518
"9",1985,"HOU",20,499652.55,388333.5,"MLB",107.566666666667,3.5456441520937,0.512345679012346
"10",1985,"KC",22,423689.954545455,337333.5,"MLB",107.566666666667,3.5456441520937,0.561728395061728
"11",1985,"LAA",28,515281.928571429,493750,"MLB",107.566666666667,3.5456441520937,0.555555555555556
"12",1985,"LAD",23,476865.956521739,435000,"MLB",107.566666666667,3.5456441520937,0.58641975308642
"13",1985,"MIL",19,593900.368421053,560000,"MLB",107.566666666667,3.5456441520937,0.438271604938272
"14",1985,"MIN",19,303411.631578947,293750,"MLB",107.566666666667,3.5456441520937,0.475308641975309
"15",1985,"NYM",21,515941.047619048,325000,"MLB",107.566666666667,3.5456441520937,0.604938271604938
"16",1985,"NYY",20,711910.2,618750,"MLB",107.566666666667,3.5456441520937,0.598765432098765
"17",1985,"OAK",21,431362.19047619,350000,"MLB",107.566666666667,3.5456441520937,0.475308641975309
"18",1985,"PHI",19,532892.947368421,350000,"MLB",107.566666666667,3.5456441520937,0.462962962962963
"19",1985,"PIT",19,485657.894736842,425000,"MLB",107.566666666667,3.5456441520937,0.351851851851852
"20",1985,"SD",22,501662.863636364,332500,"MLB",107.566666666667,3.5456441520937,0.512345679012346
"21",1985,"SEA",18,256277.777777778,204000,"MLB",107.566666666667,3.5456441520937,0.45679012345679
"22",1985,"SF",20,411085.7,365000,"MLB",107.566666666667,3.5456441520937,0.382716049382716
"23",1985,"STL",25,472683.32,457500,"MLB",107.566666666667,3.5456441520937,0.623456790123457
"24",1985,"TEX",20,383825,347000,"MLB",107.566666666667,3.5456441520937,0.382716049382716
"25",1985,"TOR",20,440627.5,353150,"MLB",107.566666666667,3.5456441520937,0.611111111111111
