Ranking,Player,1995/96,1995/96(*)
77.,Chris Mullin,2844000,5859106
78.,Derek Harper,2837000,5844685
79.,Calbert Cheaney,2800000,5768459
79.,John Stockton,2800000,5768459
79.,Derrick McKey,2800000,5768459
82.,Gary Payton,2783000,5733436
83.,Horace Grant,2763000,5692232
84.,Donyell Marshall,2730000,5624247
85.,Kenny Smith,2683000,5527419
86.,Lionel Simmons,2676000,5512998
87.,J.R. Reid,2658000,5475915
88.,Dino Radja,2640000,5438832
89.,Otis Thorpe,2607000,5370847
90.,Mark Jackson,2600000,5356426
90.,Mahmoud Abdul-Rauf,2600000,5356426
92.,Bobby Hurley,2584000,5323463
93.,Steve Smith,2568000,5290500
94.,Antoine Carr,2525000,5201913
94.,Alvin Robertson,2525000,5201913
96.,Pooh Richardson,2521000,5193673
97.,Olden Polynice,2520000,5191613
98.,Todd Day,2518000,5187492
99.,Chris Morris,2500000,5150409
99.,Sharone Wright,2500000,5150409
99.,Hersey Hawkins,2500000,5150409
99.,Dennis Rodman,2500000,5150409
99.,Robert Parish,2500000,5150409
99.,Mookie Blaylock,2500000,5150409
105.,Gerald Wilkins,2478000,5105086
106.,Joe Smith,2473000,5094785
107.,Walt Williams,2423000,4991777
108.,Ken Norman,2416000,4977356
109.,John Salley,2402000,4948513
110.,Sarunas Marciulionis,2400000,4944393
110.,Charles Oakley,2400000,4944393
110.,Sedale Threatt,2400000,4944393
110.,Lamond Murray,2400000,4944393
110.,BJ Armstrong,2400000,4944393
115.,Jeff Malone,2380000,4903190
116.,Micheal Williams,2375000,4892889
117.,Oliver Miller,2372000,4886708
118.,Luc Longley,2300000,4738377
119.,Doc Rivers,2287000,4711594
120.,Rod Strickland,2280000,4697173
121.,Cedric Ceballos,2245000,4625068
122.,Antonio McDyess,2213000,4559142
123.,Arvydas Sabonis,2200000,4532360
123.,Elden Campbell,2200000,4532360
123.,Bison Dele,2200000,4532360
126.,Felton Spencer,2181000,4493217
127.,Terry Mills,2177000,4484976
128.,Stacey Augmon,2160000,4449954
129.,Michael Cage,2126000,4379908
130.,Jeff Hornacek,2121000,4369607
131.,Johnny Dawkins,2100000,4326344
132.,Willie Anderson,2075000,4274840
133.,Mark Macon,2038000,4198614
134.,Elliot Perry,2025000,4171831
135.,Rex Chapman,2004000,4128568
136.,Eric Murdock,2000000,4120327
136.,Jayson Williams,2000000,4120327
138.,Jerry Stackhouse,1987000,4093545
139.,Terry Catledge,1976000,4070883
140.,Andrew Lang,1964000,4046161
141.,Gheorghe Muresan,1963000,4044101
142.,Scott Williams,1950000,4017319
142.,Tim Perry,1950000,4017319
144.,Ed Pinckney,1926000,3967875
145.,Rodney Rogers,1920000,3955514
145.,Terry Davis,1920000,3955514
145.,Armen Gilliam,1920000,3955514
145.,Kevin Edwards,1920000,3955514
149.,Doug West,1900000,3914311
149.,Blue Edwards,1900000,3914311
149.,Nick Van Exel,1900000,3914311
152.,Grant Long,1860000,3831904
153.,Craig Ehlo,1855000,3821604
154.,Reggie Williams,1853000,3817483
155.,Duane Causwell,1830000,3770100
156.,Vincent Askew,1810000,3728896
157.,Spud Webb,1800000,3708295
158.,George Lynch,1760000,3625888
159.,Rick Fox,1750000,3605286
160.,Vinny Del Negro,1747000,3599106
161.,Harold Miner,1733000,3570264
162.,Juwan Howard,1702000,3506399
163.,Tyrone Corbin,1700000,3502278
163.,Bo Kimble,1700000,3502278
165.,Chuck Person,1690000,3481677
165.,Anthony Bonner,1690000,3481677
167.,Terry Dehere,1680000,3461075
168.,Greg Anthony,1673000,3446654
169.,Bobby Phills,1658000,3415751
170.,Adam Keefe,1650000,3399270
170.,Byron Scott,1650000,3399270
172.,Kevin Garnett,1622000,3341585
173.,John Starks,1613000,3323044
174.,Khalid Reeves,1602000,3300382
175.,Robert Horry,1601000,3298322
176.,Jerrod Mustaf,1600000,3296262
176.,Alec Kessler,1600000,3296262
176.,Eddie Jones,1600000,3296262
179.,Victor Alexander,1595000,3285961
180.,Dell Curry,1570000,3234457
181.,Xavier McDaniel,1565000,3224156
182.,Bryant Stith,1550000,3193254
182.,Lorenzo Williams,1550000,3193254
184.,Chris Gatling,1540000,3172652
184.,John Battle,1540000,3172652
186.,Matt Geiger,1532000,3156171
187.,Terry Porter,1525000,3141750
188.,Donald Royal,1500000,3090245
188.,Mark West,1500000,3090245
190.,Malik Sealy,1495000,3079945
191.,Rasheed Wallace,1493000,3075824
192.,Bryant Reeves,1474000,3036681
193.,Tree Rollins,1470000,3028440
194.,Doug Christie,1466000,3020200
195.,Sasha Danilovic,1455000,2997538
196.,Terry Cummings,1450000,2987237
196.,Kenny Gattison,1450000,2987237
196.,Mario Elie,1450000,2987237
199.,Lindsey Hunter,1444000,2974876
200.,Pervis Ellison,1430000,2946034
201.,Popeye Jones,1425000,2935733
202.,Muggsy Bogues,1350000,2781221
203.,Damon Stoudamire,1345000,2770920
204.,Vernon Maxwell,1343000,2766799
205.,Will Perdue,1340000,2760619
205.,Michael Smith,1340000,2760619
207.,Anthony Peeler,1330000,2740018
208.,Eric Mobley,1328000,2735897
209.,Scott Haskin,1313000,2704995
210.,Dale Ellis,1310000,2698814
211.,Robert Pack,1304000,2686453
212.,Carl Herrera,1300000,2678213
212.,Jeff Turner,1300000,2678213
212.,Herb Williams,1300000,2678213
212.,Elmore Spencer,1300000,2678213
216.,Jalen Rose,1268000,2612287
217.,Nate McMillan,1265000,2606107
218.,Michael Adams,1240000,2554603
219.,Shawn Respert,1232000,2538121
220.,David Benoit,1200000,2472196
220.,Sean Rooks,1200000,2472196
220.,Donald Hodge,1200000,2472196
223.,Yinka Dare,1184000,2439234
224.,Allan Houston,1177000,2424812
225.,Marty Conlon,1165000,2400090
226.,Terrell Brandon,1155000,2379489
227.,Eric Piatkowski,1138000,2344466
228.,Ed O'Bannon,1133000,2334165
229.,Greg Graham,1120000,2307383
230.,Hubert Davis,1116000,2299142
231.,Johnny Newman,1100000,2266180
232.,Kurt Thomas,1071000,2206435
233.,Brian Grant,1050000,2163172
234.,Luther Wright,1040000,2142570
234.,Acie Earl,1040000,2142570
234.,James Robinson,1040000,2142570
234.,Joe Kleine,1040000,2142570
234.,Rex Walters,1040000,2142570
234.,Doug Edwards,1040000,2142570
234.,Corie Blount,1040000,2142570
234.,Sam Cassell,1040000,2142570
234.,Chris Mills,1040000,2142570
234.,Scott Burrell,1040000,2142570
234.,Eric Montross,1040000,2142570
245.,Gary Trent,1022000,2105487
246.,Bimbo Coles,1002000,2064284
247.,Jamie Watson,1000000,2060163
247.,Jon Koncak,1000000,2060163
247.,Sam Mitchell,1000000,2060163
247.,Derek Strong,1000000,2060163
247.,Ricky Pierce,1000000,2060163
247.,Eddie Johnson,1000000,2060163
247.,Mark Bryant,1000000,2060163
247.,Bill Wennington,1000000,2060163
255.,Latrell Sprewell,975000,2008659
256.,Cherokee Parks,971000,2000419
257.,Tom Hammonds,970000,1998359
258.,Lee Mayberry,965000,1988058
259.,Jerry Reynolds,961000,1979817
260.,PJ Brown,960000,1977757
261.,Anthony Avent,950000,1957155
261.,Randy Woods,950000,1957155
261.,George McCloud,950000,1957155
264.,Carlos Rogers,930000,1915952
265.,Don MacLean,925000,1905651
266.,Corliss Williamson,923000,1901531
267.,Bill Curley,913000,1880929
268.,Tony Dumas,910000,1874749
269.,Haywoode Workman,900000,1854147
269.,Randy Brown,900000,1854147
271.,Eric Williams,876000,1804703
272.,B.J. Tyler,845000,1740838
272.,Avery Johnson,845000,1740838
272.,Aaron McKie,845000,1740838
272.,Wesley Person,845000,1740838
272.,Monty Williams,845000,1740838
272.,Kevin Gamble,845000,1740838
272.,Duane Ferrell,845000,1740838
272.,Clifford Rozier,845000,1740838
272.,Dickey Simpkins,845000,1740838
281.,Brent Barry,833000,1716116
282.,Brooks Thompson,825000,1699635
283.,Byron Houston,800000,1648131
283.,Larry Stewart,800000,1648131
283.,Antonio Davis,800000,1648131
283.,Steve Kerr,800000,1648131
287.,Alan Henderson,791000,1629589
288.,Roy Tarpley,775000,1596627
289.,Ervin Johnson,767000,1580145
290.,Bob Sura,752000,1549243
291.,Scott Brooks,750000,1545122
292.,Gary Grant,725000,1493617
292.,Lucious Harris,725000,1493618
294.,Charlie Ward,722000,1487438
295.,Theo Ratliff,714000,1470957
296.,Keith Jennings,700000,1442114
296.,Pete Chilcutt,700000,1442114
296.,Vern Fleming,700000,1442114
299.,Randolph Childress,682000,1405031
300.,Zan Tabak,650000,1339106
301.,Michael Finley,628000,1293782
302.,Jason Caffey,627000,1291722
303.,Rafael Addison,617000,1271121
304.,George Zidek,603000,1242278
305.,Stacey King,600000,1236098
305.,Pete Myers,600000,1236098
305.,Doug Overton,600000,1236098
308.,Travis Best,580000,1194895
309.,David Wingate,560000,1153691
310.,Loren Meyer,556000,1145451
311.,Tony Massenburg,550000,1133090
311.,Greg Kite,550000,1133090
311.,Keith Askins,550000,1133090
311.,Anthony Miller,550000,1133090
315.,David Vaughn,534000,1100127
316.,Jim McIlvaine,525000,1081586
317.,Mitchell Butler,500000,1030081
317.,Vincenzo Esposito,500000,1030081
317.,Tony Smith,500000,1030081
317.,Sean Higgins,500000,1030081
317.,Sherell Ford,500000,1030081
317.,Bo Outlaw,500000,1030081
323.,Greg Ostertag,498000,1025961
324.,Cory Alexander,490000,1009480
325.,Brad Lohaus,485000,999179
325.,Greg Anderson,485000,999179
327.,Mario Bennett,480000,988878
328.,Gerald Glass,475000,978577
329.,Doug Smith,450000,927073
330.,Darrick Martin,425000,875569
330.,Chucky Brown,425000,875569
330.,James Edwards,425000,875568
333.,Antonio Lang,423000,871449
334.,Stefano Rusconi,415000,854968
335.,LeRon Ellis,400000,824065
335.,Antonio Harvey,400000,824065
335.,Rick Mahorn,400000,824065
338.,Anthony Bowie,370000,762260
339.,Randolph Keys,363000,747839
340.,Greg Foster,350000,721057
340.,Derrick Alston Sr,350000,721057
340.,Darrell Armstrong,350000,721057
340.,Stanley Jackson,350000,721057
340.,Eric Riley,350000,721057
340.,Charles Jones,350000,721057
340.,Ryan Lorthridge,350000,721057
340.,Dwayne Morton,350000,721057
340.,David Wood,350000,721057
340.,John Crotty,350000,721057
340.,Chris Childs,350000,721057
351.,Larry Krystkowiak,335000,690154
352.,Greg Minor,325000,669553
353.,Andy Toolson,310000,638650
354.,Moses Malone,305000,628350
355.,Bob McCann,300000,618049
355.,James Donaldson,300000,618049
355.,Bryon Russell,300000,618049
355.,Jimmy King,300000,618049
355.,Dave Johnson,300000,618049
355.,Eric Leckner,300000,618049
355.,Jud Buechler,300000,618049
355.,Junior Burrough,300000,618049
355.,Alton Lister,300000,618049
355.,David Wesley,300000,618049
355.,Howard Nathan,300000,618049
366.,Lawrence Moten,280000,576845
367.,Kevin Pritchard,275000,566545
367.,Jon Barry,275000,566545
369.,Keith Tower,263000,541823
370.,Jerome Kersey,255000,525341
371.,Tim Legler,250000,515040
371.,Brent Price,250000,515040
371.,Tracy Murray,250000,515040
371.,Steve Scheffler,250000,515040
371.,Damon Bailey,250000,515040
371.,Greg Sutton,250000,515040
371.,Donnie Boyce,250000,515040
378.,Joe Wolf,240000,494438
379.,Henry Turner,235000,484138
380.,Andrew DeClercq,230000,473837
381.,Jeff Webster,225000,463536
381.,Mike Peplowski,225000,463536
381.,Dell Demps,225000,463536
381.,Anthony Cook,225000,463536
381.,Dontonio Wingfield,225000,463536
381.,Reggie Slater,225000,463536
381.,Richard Dumas,225000,463536
381.,Jeff Grayer,225000,463536
381.,Elmer Bennett,225000,463536
381.,Corey Gaines,225000,463536
381.,Willie Burton,225000,463536
381.,Eric Anderson,225000,463536
381.,Anthony Tucker,225000,463536
381.,Marques Bragg,225000,463536
381.,Ron Grandison,225000,463536
381.,Trevor Ruffin,225000,463536
381.,Rodney Dent,225000,463536
381.,Derrick Phelps,225000,463536
381.,Chris King,225000,463536
381.,Ashraf Amaya,225000,463536
381.,Rich Manning,225000,463536
381.,Fred Roberts,225000,463536
381.,Reggie Jordan,225000,463536
381.,Adrian Caldwell,225000,463536
381.,Dwayne Schintzius,225000,463536
381.,Earl Cureton,225000,463536
381.,Tim Breaux,225000,463536
381.,Eldridge Recasner,225000,463536
381.,Steve Bardo,225000,463536
381.,Greg Grant,225000,463536
381.,Steve Colter,225000,463536
381.,Joe Courtney,225000,463536
381.,Jack Haley,225000,463536
381.,Darrin Hancock,225000,463536
381.,Robert Werdann,225000,463536
381.,Larry Sykes,225000,463536
381.,Todd Mundt,225000,463536
381.,Ennis Whatley,225000,463536
381.,Matt Bullard,225000,463536
420.,Tyus Edney,210000,432634
421.,Martin Lewis,200000,412032
421.,Clint McDaniel,200000,412032
421.,John Coker,200000,412032
421.,Chris Carr,200000,412032
421.,Eric Snow,200000,412032
421.,Jerome Allen,200000,412032
421.,Mark Davis,200000,412032
421.,Terrence Rencher,200000,412032
421.,Frankie King,200000,412032
421.,Logan Vander Velden,200000,412032
421.,Fred Hoiberg,200000,412032
421.,Alvin Heggs,200000,412032
421.,Rodney Zimmerman,200000,412032
421.,Lou Roe,200000,412032
421.,Don Reid,200000,412032
421.,Rastko Cvetkovic,200000,412032
421.,Gerald Madkins,200000,412032
421.,John Amaechi,200000,412032
421.,Donny Marshall,200000,412032
421.,Charles Claxton,200000,412032
441.,Kevin Salvadori,110000,226618
442.,Rich King,100000,206016
443.,Geert Hammink,97560,200989
444.,Chris Whitney,50000,103008
444.,Mark Strickland,50000,103008
446.,Kurt Rambis,40000,82406
446.,Kareem Townes,40000,82406
448.,Gerard King,35000,72105
449.,Grady Livingston,25000,51504
450.,Nate Higgs,15000,30902
450.,Constantin Popa,15000,30902
